Age,Marital,Default,Balance,Housing Loan,Personal Loan,Current Campaign,Churn
41,Divorced,0,4553,0,0,0,0
52,Married,1,15881,1,0,0,1
66,Single,0,-621,1,0,0,0
52,Divorced,0,88791,0,1,1,0
65,Married,0,67306,1,1,0,1
53,Single,0,17726,0,0,0,0
35,Divorced,1,7088,0,0,0,1
66,Divorced,1,32314,0,0,1,0
56,Married,0,53041,1,0,0,1
49,Single,0,14350,1,1,0,0
41,Single,1,97599,0,1,0,1
40,Divorced,0,79397,0,0,1,0
79,Divorced,1,77509,1,0,1,0
49,Divorced,0,15769,0,1,0,0
54,Single,1,45249,0,1,0,0
29,Married,1,80862,1,0,1,0
66,Married,1,99584,1,0,0,1
72,Single,1,44365,1,0,1,0
30,Married,0,48185,1,1,1,0
40,Divorced,0,786,0,1,1,0
42,Married,1,98537,1,1,0,1
52,Married,1,-380,1,1,1,0
58,Married,1,34303,0,0,1,0
47,Divorced,1,17589,0,1,0,1
34,Single,0,882,0,1,0,0
66,Divorced,1,60248,1,1,0,1
79,Single,1,47322,0,0,1,0
37,Single,1,22524,1,1,1,0
65,Single,1,7745,0,1,0,0
42,Married,1,13861,1,1,1,0
39,Married,1,89707,0,0,0,1
30,Single,1,89735,1,1,0,1
76,Single,0,52261,1,0,0,0
36,Married,1,837,0,0,0,1
66,Divorced,1,72135,0,1,0,1
53,Single,1,79447,1,0,1,1
29,Divorced,0,52380,0,1,1,0
78,Married,0,84089,1,0,0,1
58,Single,0,47831,1,0,1,0
36,Divorced,1,87349,1,1,1,1
29,Divorced,1,36255,0,1,0,1
26,Divorced,1,27520,1,0,1,0
24,Married,0,27541,1,0,1,0
45,Married,1,63772,1,0,0,1
31,Divorced,0,25350,1,0,1,0
48,Divorced,0,42397,0,1,1,0
69,Married,0,75085,0,0,1,0
36,Divorced,0,61865,1,0,1,0
75,Divorced,0,53956,0,1,1,0
64,Married,1,25453,0,0,0,1
33,Divorced,1,60345,1,1,0,1
70,Divorced,0,98727,0,1,0,0
22,Divorced,1,10906,0,1,0,1
52,Married,1,12988,0,0,0,1
29,Divorced,0,25723,0,1,1,0
42,Married,0,31800,0,1,1,0
69,Married,1,37107,0,1,0,1
76,Single,1,25430,1,0,0,0
38,Single,1,30535,0,0,0,1
53,Divorced,1,66476,1,0,1,0
70,Married,0,85329,1,0,1,0
40,Single,1,75798,1,1,1,0
33,Divorced,0,50284,0,1,1,0
74,Single,0,54232,0,1,1,0
56,Single,1,42420,1,0,1,0
62,Married,1,35710,1,1,0,1
70,Married,1,70497,1,0,1,0
59,Single,0,90035,0,0,0,1
75,Single,0,38498,0,0,0,0
56,Married,0,29283,0,1,1,0
31,Divorced,0,64169,1,1,1,0
48,Married,1,70358,0,0,1,0
75,Single,0,60457,0,1,1,0
22,Divorced,0,23968,1,0,1,0
52,Single,1,60508,0,1,1,0
40,Divorced,0,61220,1,0,1,0
46,Single,0,83366,0,0,1,0
60,Divorced,1,3738,1,0,0,0
28,Divorced,0,1098,0,1,0,0
35,Single,0,93424,1,1,1,0
64,Divorced,0,71633,0,1,0,1
29,Married,0,76672,1,1,1,0
26,Single,1,36244,1,1,0,0
27,Married,0,6253,0,0,0,0
75,Single,1,52333,0,1,1,0
61,Divorced,0,48969,1,0,1,0
34,Divorced,1,88744,0,1,1,0
78,Divorced,1,68423,1,1,0,1
55,Single,1,42411,1,1,0,1
24,Married,0,73028,0,0,1,0
63,Married,0,33421,0,1,0,0
30,Single,0,-546,0,0,1,0
57,Single,1,15522,1,1,0,0
59,Married,0,36575,1,0,1,0
26,Married,0,1192,0,0,0,0
67,Married,0,53268,1,0,1,0
44,Married,0,79311,1,0,1,0
75,Single,1,8402,0,1,1,0
19,Single,1,76610,1,1,0,0
22,Divorced,0,78781,1,0,1,0
46,Married,0,34527,1,1,0,1
54,Divorced,0,50181,0,0,1,0
55,Single,1,89472,0,1,1,0
36,Single,0,25002,1,1,1,0
25,Divorced,1,79219,0,1,0,1
65,Married,1,10460,1,0,0,1
62,Married,0,28482,0,1,0,1
18,Married,0,14447,1,0,1,0
39,Married,0,46228,1,1,0,1
69,Divorced,1,81265,1,0,1,1
34,Divorced,1,48126,1,1,1,0
24,Single,0,18545,0,0,1,0
42,Married,1,53114,1,0,1,0
62,Married,0,91740,1,0,1,0
21,Married,0,73350,0,1,0,1
53,Divorced,1,55801,0,0,0,1
23,Married,1,11890,1,1,1,0
77,Divorced,1,50482,1,0,1,0
48,Married,1,61397,0,0,0,1
36,Married,0,-260,1,0,1,0
78,Single,0,28121,1,1,1,0
61,Married,0,9218,1,1,1,0
71,Married,1,69591,1,1,1,0
56,Single,0,86241,1,1,0,0
44,Divorced,1,32722,1,1,1,0
27,Divorced,1,47431,1,1,0,1
43,Married,1,49543,1,1,0,1
36,Divorced,0,40000,1,0,0,0
56,Married,1,69975,0,0,0,1
79,Single,1,28921,0,1,1,0
20,Single,1,97265,0,1,1,0
62,Married,1,86747,1,1,1,0
30,Single,1,28614,1,1,0,0
67,Single,1,59189,1,1,0,0
45,Married,1,15601,0,0,0,0
79,Married,1,91332,0,1,1,0
75,Single,1,69543,1,1,1,1
37,Divorced,1,18514,0,1,1,0
45,Divorced,1,81312,0,0,0,1
25,Married,1,65612,1,0,0,1
78,Married,0,88886,1,0,1,0
58,Divorced,0,14292,0,0,0,0
56,Single,1,29510,1,1,0,0
18,Divorced,1,26000,0,0,1,0
20,Divorced,1,28383,0,0,0,1
30,Divorced,0,9785,0,0,0,0
45,Divorced,0,38910,1,0,1,0
79,Married,0,37028,0,0,0,0
74,Married,1,22855,0,1,0,1
77,Single,1,22281,1,0,0,0
66,Single,1,2841,1,0,0,0
42,Single,1,95204,0,0,1,1
73,Single,0,58155,1,1,1,0
50,Divorced,1,24918,1,1,0,1
55,Married,0,54313,0,1,1,0
70,Married,0,15443,1,1,1,0
23,Single,1,30250,0,1,1,0
75,Single,0,-78,1,1,0,0
61,Divorced,0,29976,1,1,0,0
62,Divorced,0,9991,0,1,1,0
49,Single,0,51744,0,0,1,0
62,Married,1,20733,1,0,1,0
78,Married,1,473,1,1,1,0
64,Married,0,6108,1,0,0,0
38,Single,1,26715,0,1,1,0
33,Married,0,30210,1,0,0,1
71,Divorced,1,35317,0,0,0,1
38,Divorced,1,63516,1,1,0,1
28,Single,1,31362,1,0,0,1
77,Divorced,1,52604,1,1,0,1
54,Single,1,2889,1,1,0,0
53,Married,0,87557,1,0,0,0
52,Married,1,71748,0,1,1,1
36,Married,0,29971,0,0,0,0
37,Divorced,0,48551,0,0,1,0
74,Single,1,1201,1,1,1,0
35,Married,0,87882,0,1,1,0
64,Single,1,35958,0,1,1,0
58,Married,0,77251,1,1,1,0
66,Divorced,0,3681,1,1,0,0
31,Divorced,1,99982,0,0,0,1
32,Single,1,44870,0,1,1,0
48,Divorced,1,80256,0,0,1,0
18,Divorced,1,65203,0,1,1,0
70,Single,0,26152,0,0,0,1
71,Married,1,48061,0,0,1,0
71,Divorced,0,55619,0,0,0,1
20,Single,0,56235,1,0,0,0
33,Divorced,0,71740,0,0,1,0
40,Divorced,0,35890,1,1,0,0
74,Divorced,0,88073,1,0,0,0
28,Divorced,0,59401,1,1,0,0
29,Single,1,9217,0,0,1,0
27,Single,0,46351,0,1,1,0
49,Single,0,31741,1,0,1,0
33,Divorced,0,18654,0,0,1,0
25,Divorced,1,59314,0,1,1,1
55,Divorced,1,-592,1,1,1,0
29,Single,0,40903,0,0,1,0
41,Divorced,1,82208,1,0,1,0
45,Married,0,-782,1,1,0,0
70,Divorced,1,48572,1,0,1,0
25,Married,0,56798,1,0,0,0
75,Divorced,1,99681,0,1,0,1
45,Single,1,28105,1,0,1,0
53,Divorced,1,67634,0,0,0,1
43,Married,0,63063,0,1,0,0
25,Married,0,5619,0,0,1,0
75,Divorced,0,9939,0,1,0,0
77,Married,1,16226,1,1,1,0
67,Married,1,23322,1,0,0,1
45,Single,0,56215,1,0,0,0
45,Divorced,1,14878,1,1,1,0
54,Divorced,0,4560,1,1,0,0
58,Divorced,0,36278,0,0,0,1
53,Married,0,34212,1,1,1,0
44,Divorced,0,92835,0,0,1,0
71,Divorced,1,71079,0,1,0,1
34,Single,1,21946,1,1,0,0
26,Single,1,29740,0,1,1,1
50,Single,0,5253,0,0,0,1
70,Married,1,77311,1,1,1,1
37,Divorced,0,30813,1,1,1,0
30,Single,0,62331,1,1,1,0
45,Single,0,25632,0,1,0,0
65,Single,0,46365,1,0,0,0
46,Divorced,0,65593,1,1,0,0
30,Divorced,0,31431,0,0,1,0
63,Divorced,1,35436,1,1,0,0
52,Married,1,16413,0,1,1,0
78,Married,1,93761,0,0,0,1
23,Single,1,36485,1,0,1,0
35,Divorced,0,66232,0,1,1,0
68,Single,0,14101,0,1,0,0
22,Divorced,1,6831,1,1,1,0
64,Divorced,1,82583,1,0,0,1
42,Divorced,1,49897,1,1,0,1
19,Married,1,3004,0,0,0,1
27,Married,1,86241,0,1,0,1
73,Divorced,1,43924,1,0,0,1
47,Single,1,19509,1,0,1,0
67,Divorced,1,35170,1,0,0,1
76,Divorced,0,41555,0,1,1,0
62,Single,0,12662,1,1,0,0
22,Divorced,0,63930,0,0,1,0
72,Single,0,45403,1,0,1,1
73,Married,1,34365,0,0,0,1
50,Married,0,60188,0,1,1,0
71,Single,1,74060,1,1,0,1
18,Married,0,96633,0,1,0,1
35,Married,1,24673,0,0,0,1
49,Single,1,61471,1,1,1,0
64,Married,0,15156,1,1,1,0
66,Divorced,0,55287,0,1,1,0
28,Divorced,1,-355,0,0,1,0
38,Single,1,57076,0,1,0,1
43,Married,1,92585,1,1,0,1
42,Divorced,0,73351,0,1,1,0
39,Divorced,0,48151,0,1,1,0
76,Married,1,65384,1,1,0,1
44,Married,0,97865,1,0,1,0
66,Divorced,1,31541,1,0,0,1
30,Divorced,0,70847,1,0,1,0
50,Single,0,85099,1,0,1,0
51,Single,0,78739,0,1,1,0
58,Divorced,0,48955,0,1,0,0
52,Single,0,7290,0,0,0,0
18,Divorced,1,98354,1,0,1,1
38,Divorced,1,56942,1,0,1,0
65,Single,0,80667,1,1,1,0
72,Single,1,28143,0,1,1,0
23,Married,1,22509,1,1,1,0
45,Married,0,85780,1,0,1,0
34,Married,1,34741,1,0,1,1
22,Divorced,0,24898,0,0,1,0
48,Single,1,97919,1,1,0,1
22,Divorced,1,83674,1,1,0,1
55,Single,1,60948,0,0,0,1
20,Divorced,1,59768,1,0,0,1
70,Married,1,41262,1,1,1,1
40,Married,1,3506,1,1,0,1
54,Married,1,18605,0,0,0,1
70,Divorced,0,76590,1,0,1,0
54,Single,0,26231,1,1,0,0
27,Single,0,77397,0,0,0,0
27,Married,0,75123,0,0,0,1
36,Married,1,11515,1,1,0,1
34,Married,1,85211,0,0,0,1
38,Married,1,36622,1,1,1,0
31,Single,0,14600,0,0,1,0
26,Divorced,0,25892,1,1,1,0
63,Divorced,0,81279,1,0,0,1
18,Divorced,1,67310,1,0,0,1
68,Divorced,0,19801,0,0,0,1
62,Married,1,35695,0,1,1,0
30,Married,0,26853,1,0,0,0
21,Married,1,2429,1,0,0,1
79,Divorced,0,2606,1,1,0,0
18,Married,1,2478,1,0,0,0
66,Married,0,81816,0,1,1,0
57,Single,0,38134,0,1,1,0
49,Single,1,67963,1,1,0,1
51,Married,1,68897,0,0,1,1
45,Single,0,23475,0,1,1,0
48,Single,1,64177,0,0,1,0
25,Married,0,19730,1,1,0,1
56,Married,1,19113,1,0,1,0
43,Married,0,18011,0,1,1,0
75,Married,1,53746,0,1,0,1
51,Divorced,0,40853,1,0,1,0
71,Divorced,0,83195,1,1,1,0
71,Married,0,34818,1,0,1,0
20,Single,1,35321,0,1,0,1
76,Married,0,19309,0,0,0,0
67,Married,1,16688,0,1,1,0
29,Single,1,26176,1,1,0,1
18,Divorced,1,66879,1,0,0,1
71,Married,0,65592,1,1,0,0
61,Married,1,82728,1,0,1,1
22,Divorced,1,87012,1,0,1,0
47,Divorced,1,7416,0,1,0,1
47,Single,0,37994,0,1,1,0
76,Divorced,1,64422,0,1,0,1
74,Divorced,1,6584,1,0,0,0
34,Divorced,1,91302,0,0,1,0
65,Single,1,16830,1,1,0,0
64,Divorced,0,83825,0,0,0,1
40,Divorced,0,75066,0,1,0,1
32,Single,1,1591,1,1,0,0
54,Divorced,1,91878,0,1,1,0
38,Divorced,1,19395,0,0,0,1
31,Single,1,52182,0,0,1,0
19,Married,0,14738,0,1,0,1
28,Single,0,631,0,0,1,0
68,Divorced,0,15905,0,1,0,0
56,Divorced,0,17056,0,1,0,0
55,Divorced,1,87082,1,0,1,0
77,Single,1,33447,0,1,1,0
51,Divorced,0,52418,1,1,0,1
55,Divorced,0,35190,0,1,0,0
67,Single,1,24014,1,1,0,1
51,Married,1,70999,1,1,0,1
35,Married,1,48278,0,0,0,1
47,Divorced,1,-220,1,0,1,0
32,Single,1,89643,1,1,1,0
44,Divorced,0,57258,0,0,0,1
68,Single,0,95123,1,1,1,0
51,Single,1,40192,0,1,1,0
69,Married,1,57300,1,1,0,1
74,Married,0,88504,1,1,1,0
55,Single,1,97129,1,0,0,1
50,Divorced,0,41923,1,0,1,0
41,Married,0,87196,0,1,1,0
32,Divorced,0,395,0,0,1,0
77,Married,0,95384,0,1,1,0
47,Married,1,13779,0,0,1,0
72,Divorced,1,69028,0,1,0,1
59,Married,0,27722,1,1,1,0
68,Married,1,5111,0,1,0,1
34,Divorced,1,7984,1,0,1,0
22,Married,1,95552,0,0,1,0
46,Married,1,91176,0,1,1,1
21,Married,0,70328,0,0,0,1
27,Divorced,1,24924,0,0,1,0
73,Single,0,50703,1,0,1,0
34,Divorced,0,30577,0,0,0,1
27,Single,1,5711,1,0,0,0
34,Married,0,83548,1,0,0,1
77,Single,1,97869,0,0,1,1
37,Divorced,1,99971,1,0,1,1
41,Divorced,0,2096,1,0,1,0
22,Married,1,64555,0,0,1,1
51,Single,0,87848,1,0,0,1
23,Married,0,73012,0,0,0,1
70,Married,1,6254,0,0,1,0
19,Divorced,1,95955,1,1,0,1
30,Single,1,75120,1,1,0,0
79,Single,0,3965,1,0,0,0
60,Single,1,75000,1,0,1,0
60,Single,0,75975,1,0,0,0
65,Married,0,55987,1,1,1,0
28,Married,1,30963,1,1,1,1
68,Divorced,1,91976,0,0,1,1
64,Married,1,1273,0,0,0,1
74,Married,0,13330,0,0,0,1
40,Divorced,1,19494,1,0,0,0
72,Divorced,0,74422,1,0,0,1
33,Divorced,1,1212,1,1,1,0
48,Married,1,99059,0,0,1,1
28,Married,0,81441,0,1,1,0
71,Divorced,0,85594,0,0,0,1
33,Divorced,1,-920,1,0,0,1
25,Divorced,1,30675,0,1,0,1
21,Married,1,20007,0,1,1,0
57,Married,1,80641,1,0,1,0
21,Single,1,93815,0,1,0,1
73,Married,0,44815,0,0,1,0
42,Married,0,81482,0,1,1,0
20,Married,0,-1361,1,1,0,0
49,Divorced,0,61593,0,0,0,0
20,Married,1,76038,1,0,1,0
44,Divorced,0,91899,1,1,0,1
46,Single,0,1736,0,0,1,0
49,Single,0,14473,0,1,0,1
67,Divorced,1,32019,1,1,1,0
78,Divorced,0,84623,1,0,0,1
75,Divorced,1,92025,1,1,0,1
68,Married,0,34820,1,0,0,1
36,Single,1,82861,1,0,1,1
38,Divorced,0,55589,0,1,1,0
22,Married,1,63807,1,0,0,1
35,Single,0,16414,0,1,1,0
45,Married,1,22220,1,1,1,0
59,Single,1,58531,0,0,0,1
78,Married,0,40425,1,0,0,0
39,Single,1,7387,0,1,0,0
38,Single,1,74815,0,0,1,0
23,Married,0,25584,1,1,0,1
18,Divorced,0,42783,1,1,1,0
22,Single,1,37809,0,1,1,0
58,Divorced,0,52327,0,1,1,0
29,Married,0,8857,0,1,0,0
43,Divorced,0,40261,1,0,0,0
63,Divorced,1,71588,1,1,1,0
51,Divorced,1,14995,1,1,1,0
66,Divorced,1,11580,1,1,0,0
31,Divorced,1,16240,0,1,0,1
43,Single,1,81446,1,1,0,1
62,Single,1,73752,1,1,0,1
44,Single,1,44111,1,0,0,1
26,Married,0,88447,1,0,0,1
43,Divorced,1,32866,1,1,0,0
74,Single,1,78974,0,1,0,1
64,Married,0,71401,1,1,0,0
74,Single,0,80093,0,0,1,0
39,Single,0,10211,1,1,0,0
64,Divorced,1,56985,1,1,0,1
73,Married,0,31268,1,1,1,0
47,Divorced,1,1646,1,1,0,1
60,Divorced,1,53371,0,1,0,1
65,Single,1,40816,0,1,1,0
78,Divorced,0,87460,1,0,0,0
34,Married,0,42112,0,1,1,0
43,Divorced,1,49048,0,1,1,0
53,Divorced,1,52911,1,1,0,1
18,Divorced,1,73446,0,1,1,0
25,Single,0,-222,0,1,1,0
66,Married,1,43752,1,1,1,0
52,Single,0,82977,1,1,1,0
78,Single,1,68726,0,1,0,1
69,Single,0,78840,1,1,1,0
32,Single,1,25289,1,0,1,0
64,Single,0,42788,1,0,0,1
73,Married,0,2747,0,0,1,0
39,Divorced,0,72822,1,1,0,0
31,Single,0,-1955,1,0,1,0
43,Single,0,93278,0,0,0,1
45,Married,0,5758,0,0,1,0
40,Married,1,21437,0,0,0,1
31,Divorced,1,17585,0,1,1,0
41,Married,1,96759,0,0,0,1
19,Divorced,1,7854,1,0,0,1
62,Single,0,50076,0,1,0,0
43,Single,1,54950,1,0,0,1
31,Divorced,0,15349,0,1,0,1
76,Married,0,94228,1,0,1,0
73,Divorced,0,19348,1,0,1,0
68,Married,1,32296,0,0,0,1
24,Single,0,99280,0,1,0,1
20,Married,1,17455,0,0,1,0
64,Divorced,1,76824,0,0,1,0
40,Divorced,1,52021,0,1,0,1
63,Single,1,69923,0,0,1,1
60,Married,1,98825,1,0,0,1
64,Married,0,37293,1,0,0,1
77,Married,0,97430,1,0,0,0
62,Single,1,86552,1,0,1,1
35,Married,0,44116,1,1,0,0
75,Divorced,1,38484,0,1,1,1
55,Married,0,28215,0,1,1,0
52,Single,0,79638,1,0,1,0
68,Married,0,1404,1,0,1,0
32,Married,0,35260,0,0,0,1
42,Divorced,0,98647,0,0,0,0
72,Married,0,63642,0,0,1,0
54,Divorced,0,78731,0,1,0,1
45,Divorced,0,44009,1,1,1,0
27,Single,0,90689,1,1,0,1
56,Divorced,0,27605,0,0,0,0
74,Divorced,0,51205,0,1,0,1
34,Single,0,35569,1,1,0,0
56,Divorced,0,3580,1,1,0,0
39,Single,1,3400,1,1,0,0
43,Married,0,37643,0,0,1,0
79,Single,0,94185,1,0,0,1
61,Divorced,0,94032,0,1,0,1
42,Single,0,84173,0,1,0,1
34,Divorced,0,37015,0,1,1,0
30,Married,0,69713,1,1,0,0
37,Single,1,70805,1,1,0,1
42,Married,1,12974,0,1,0,1
21,Divorced,1,12037,1,1,1,0
27,Divorced,0,82292,0,1,0,1
20,Married,0,14167,1,1,1,0
58,Single,0,86754,0,0,1,0
62,Single,1,88703,0,1,0,1
35,Divorced,0,41148,1,0,0,0
64,Married,0,70153,1,0,1,0
53,Married,1,19534,0,1,1,0
64,Single,1,88995,1,1,0,1
39,Single,0,84078,0,0,0,0
51,Single,0,54879,0,0,1,0
64,Married,0,63839,0,1,1,0
25,Single,0,27756,0,0,1,0
57,Single,1,10683,0,1,1,0
66,Divorced,0,47485,0,1,0,1
61,Single,0,96231,0,0,1,1
36,Single,1,9025,0,1,0,0
59,Married,0,84426,1,0,1,0
58,Married,0,16715,1,1,1,0
54,Divorced,1,68097,0,1,0,1
23,Single,1,96383,0,0,0,1
69,Divorced,0,90943,0,0,0,1
43,Married,1,85116,1,1,0,1
51,Divorced,1,73705,0,1,1,0
76,Married,0,15116,0,0,0,1
73,Divorced,1,34744,0,1,0,1
76,Divorced,0,85579,1,0,0,1
62,Single,0,124,1,0,1,0
23,Divorced,0,36051,1,0,1,0
54,Single,0,5176,0,1,0,0
74,Single,1,89310,0,0,1,0
50,Single,0,62818,1,1,1,0
70,Single,0,16676,0,0,0,0
39,Divorced,0,43177,1,1,1,0
38,Married,0,88296,1,1,0,0
23,Married,1,-1003,0,0,0,1
23,Married,1,57330,0,0,0,1
72,Divorced,1,41769,0,0,1,0
65,Single,0,76653,0,1,0,0
21,Married,1,9231,1,1,1,0
47,Divorced,1,93287,1,1,1,0
28,Single,0,70976,1,0,1,0
79,Married,1,83447,1,0,1,0
79,Single,0,53965,1,0,0,1
47,Married,1,79144,1,0,0,1
48,Married,1,93201,0,0,1,0
41,Married,1,59517,1,1,0,1
72,Single,1,90693,0,0,1,0
26,Divorced,0,92315,0,1,1,0
72,Single,0,93504,1,0,0,1
20,Married,1,25387,1,0,1,0
68,Single,0,2090,0,0,0,0
48,Divorced,1,22945,0,0,1,0
57,Single,1,38239,1,0,1,0
54,Divorced,1,1743,1,1,1,0
53,Divorced,1,28924,0,0,1,0
41,Single,1,8196,1,1,0,1
48,Married,1,89815,1,1,1,1
23,Divorced,0,66860,1,1,1,0
19,Single,0,39400,1,1,0,0
37,Divorced,1,83177,1,0,1,0
45,Married,0,91018,0,0,1,1
28,Single,1,96530,1,0,1,0
21,Single,0,78399,1,0,1,0
32,Single,0,46795,0,0,1,0
23,Married,0,49553,0,1,1,0
71,Divorced,1,22111,1,0,0,1
66,Single,0,61083,1,0,1,0
47,Divorced,1,59600,0,1,0,1
73,Divorced,1,48022,1,0,1,0
55,Married,1,1199,1,0,0,0
68,Single,0,48897,1,1,0,0
79,Divorced,0,36038,0,0,0,1
74,Single,0,53038,1,1,0,1
19,Single,1,5897,1,1,1,0
32,Married,1,62541,0,0,1,1
28,Single,0,12892,1,1,1,0
25,Single,1,6271,1,0,0,0
43,Divorced,0,22815,1,0,0,0
68,Married,0,43612,1,0,0,0
62,Single,0,31357,0,1,0,0
61,Divorced,0,73088,0,1,0,1
22,Married,1,14267,1,1,0,1
23,Married,0,16268,1,1,0,0
43,Divorced,0,12263,1,1,1,0
71,Divorced,0,68935,1,1,0,0
21,Divorced,0,93347,0,1,1,0
36,Divorced,0,57660,0,1,1,0
37,Divorced,0,63527,0,1,0,0
50,Single,0,61379,1,1,0,1
37,Single,1,92542,1,1,0,1
66,Married,1,39271,1,0,0,1
29,Single,1,64612,0,1,1,0
64,Single,1,5235,0,0,0,1
18,Single,0,86757,0,0,1,0
43,Divorced,1,14417,0,0,0,0
31,Married,1,96075,0,0,1,0
55,Married,1,32609,1,1,1,0
54,Married,0,31902,1,0,1,0
79,Married,1,21645,1,0,1,0
28,Single,1,60873,0,0,1,0
53,Single,0,85218,1,1,0,1
30,Divorced,1,62558,1,0,0,1
60,Married,0,60233,0,0,0,1
20,Single,1,21401,0,1,1,0
50,Single,0,5771,0,1,0,0
23,Divorced,1,39335,1,1,1,0
67,Divorced,1,72451,0,1,1,0
73,Divorced,1,77434,1,1,0,1
27,Single,0,65449,1,1,1,0
22,Single,1,90604,0,1,0,1
40,Divorced,0,-58,1,1,1,0
27,Married,0,18388,0,1,0,0
61,Divorced,0,81251,0,0,1,0
19,Divorced,0,55042,1,1,0,0
30,Divorced,1,51740,1,0,0,1
57,Divorced,1,63873,1,0,1,0
19,Single,1,45024,0,1,1,0
37,Married,0,21450,1,1,1,0
18,Divorced,1,54965,0,1,0,1
54,Married,0,8057,0,1,0,0
26,Married,0,91249,1,0,1,0
34,Married,0,6983,1,0,0,0
26,Divorced,1,17995,1,1,0,0
28,Single,1,89628,1,0,1,0
32,Divorced,0,75681,0,1,0,1
41,Married,1,36886,1,0,0,0
55,Married,1,87025,0,0,0,1
72,Single,0,94572,1,1,1,0
52,Divorced,0,93149,1,1,0,1
47,Married,1,92020,1,0,1,0
48,Single,0,673,0,1,0,0
66,Married,0,32890,1,0,0,1
22,Single,1,75513,0,1,0,0
79,Single,1,21466,1,1,0,0
77,Divorced,0,90545,1,1,0,1
61,Married,1,48406,0,1,1,0
67,Divorced,0,1688,0,1,0,0
31,Married,0,67284,1,1,0,1
70,Divorced,1,11665,1,1,0,1
73,Married,0,18641,0,0,0,1
28,Divorced,0,30500,1,1,1,0
26,Single,0,33797,0,0,0,0
51,Married,1,82766,1,1,0,1
29,Married,1,43950,0,0,0,0
52,Single,1,23046,0,1,0,1
52,Divorced,0,99203,0,1,1,1
18,Married,0,7638,0,0,1,0
57,Married,1,84363,0,1,0,1
39,Divorced,1,19173,1,1,0,0
77,Single,1,11222,1,1,0,1
46,Divorced,0,48064,1,1,0,1
25,Divorced,1,35010,1,1,0,0
28,Divorced,0,16095,1,0,1,0
58,Married,1,-561,1,1,1,0
54,Single,0,83550,1,0,0,1
31,Single,0,3375,1,0,0,0
77,Divorced,1,87023,1,0,0,1
47,Married,0,89238,0,0,1,0
52,Divorced,1,18600,0,0,0,1
38,Married,0,466,1,0,0,1
54,Married,0,43097,0,0,1,0
22,Married,1,51276,1,0,1,0
36,Married,0,48117,0,1,0,1
76,Single,1,44971,0,0,0,1
31,Married,1,4928,0,1,0,0
43,Married,1,86016,1,0,0,1
79,Divorced,0,53309,1,0,1,0
21,Divorced,0,72647,1,1,1,0
42,Single,0,38888,1,0,0,1
62,Divorced,1,93025,0,1,1,0
59,Married,1,41832,1,0,0,1
42,Divorced,0,7404,0,1,1,0
35,Single,0,31639,1,1,0,0
57,Divorced,1,76118,0,0,0,1
25,Divorced,0,58598,0,0,1,0
56,Single,1,64399,0,0,1,0
57,Single,0,25684,0,0,1,0
31,Married,1,66591,1,1,1,0
49,Divorced,0,75722,1,1,1,0
68,Married,0,682,0,1,0,0
78,Divorced,1,36046,1,1,0,1
55,Divorced,1,19832,1,1,1,0
50,Married,1,14997,0,1,0,1
40,Divorced,0,32640,1,1,0,0
32,Divorced,1,74882,1,0,0,1
50,Divorced,1,38491,1,0,0,1
42,Single,0,61043,0,0,1,0
34,Married,1,70725,1,0,0,1
50,Single,1,43520,0,0,0,0
64,Married,1,60919,0,0,0,1
72,Married,0,62442,0,0,0,1
19,Divorced,0,19770,1,0,1,0
31,Married,0,45498,1,1,0,1
70,Single,1,59477,1,0,0,1
57,Single,0,-1756,0,0,0,0
57,Single,1,30788,1,0,1,0
68,Married,1,93341,0,1,1,0
56,Single,1,77453,1,0,0,1
68,Married,0,55737,0,1,0,0
23,Single,0,44489,1,1,1,0
23,Single,1,69303,1,0,0,1
20,Married,1,26390,1,1,1,0
24,Single,0,8247,0,0,0,0
68,Divorced,0,67051,0,0,0,1
25,Married,0,57719,1,0,1,0
59,Married,1,32678,0,1,0,1
69,Married,0,85802,0,0,0,1
32,Divorced,0,74286,0,0,0,1
64,Married,0,27583,1,0,1,0
46,Single,1,6076,1,1,1,0
50,Single,0,16006,1,1,0,0
69,Single,1,13051,0,1,0,1
47,Married,1,2314,1,1,0,0
56,Single,1,26670,0,0,0,1
44,Married,0,98757,0,0,1,0
53,Single,0,65551,1,1,1,0
46,Divorced,0,8236,1,0,1,0
55,Divorced,1,33568,1,1,0,1
74,Divorced,0,58314,0,0,0,1
50,Divorced,1,89903,0,0,1,1
78,Married,0,14352,1,1,0,1
54,Single,0,43650,0,1,0,0
44,Divorced,0,8346,1,0,1,0
72,Married,0,23156,1,1,0,0
50,Divorced,1,53904,1,0,1,0
79,Divorced,1,12035,1,0,0,1
21,Married,1,14108,1,0,0,1
39,Married,1,853,1,0,0,1
19,Single,0,82156,0,1,0,0
27,Single,1,2176,0,0,0,1
22,Divorced,1,98459,1,0,1,0
76,Divorced,1,23920,1,0,1,0
27,Single,0,52850,0,1,0,1
50,Single,1,4829,0,0,0,0
71,Married,1,98190,1,1,1,0
55,Single,0,88666,1,1,1,0
30,Single,0,71927,0,1,0,1
48,Divorced,1,82860,1,1,1,1
64,Single,1,38667,0,1,1,0
53,Divorced,0,63842,1,1,1,0
62,Single,1,33843,0,1,0,1
41,Married,0,48808,1,0,1,0
69,Single,1,28543,1,0,1,0
73,Single,1,70780,1,1,1,0
